freq,nace_r1,currency,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 
A,G,PPS,NL	: 	16.23 	16.05 	16.83 	17.59 	18.95 	19.74 	21.21 	21.50 	22.18 	23.07 	: 	: 	: 
A,G,PPS,PL	: 	4.95 	5.67 	6.05 	7.12 	6.96 	7.02 	7.39 	7.52 	7.58 	7.82 	8.29 	9.45 	: 
A,G,PPS,PT	: 	8.28 	8.68 	8.87 	9.50 	9.76 	10.19 	10.66 	11.39 	11.90 	12.80 	13.21 	13.24 	13.38 
A,G,PPS,RO	: 	: 	: 	: 	: 	2.10 	2.46 	2.48 	2.53 	2.73 	3.15 	3.44 	4.23 	: 
A,G,PPS,SE	15.18 	16.37 	17.23 	18.11 	19.08 	20.53 	21.12 	21.61 	22.46 	23.14 	24.10 	24.78 	26.24 	: 
A,G,PPS,SI	9.83 	10.47 	11.01 	11.56 	12.00 	11.99 	12.37 	13.10 	13.23 	13.10 	13.44 	14.17 	15.02 	: 
A,G,PPS,SK	: 	4.09 	5.74 	6.10 	5.99 	5.97 	6.93 	8.02 	7.86 	7.78 	8.36 	8.48 	9.28 	: 
A,G,PPS,UK	: 	12.94 	13.58 	14.13 	14.87 	16.32 	17.06 	17.35 	17.28 	17.55 	15.68 	16.68 	16.89 	: 
A,G-I,EUR,AT	: 	18.78 	18.50 	18.58 	19.42 	19.97 	20.39 	20.66 	21.63 	22.01 	22.10 	22.08 	21.81 	21.47 
A,G-I,EUR,BE	: 	: 	: 	: 	: 	22.11 	23.07 	24.04 	24.59 	25.25 	25.75 	26.59 	27.48 	28.77 
A,G-I,EUR,BG	: 	: 	: 	0.72 	0.71 	1.06 	1.13 	1.16 	1.24 	1.33 	1.40 	1.48 	1.69 	: 
A,G-I,EUR,CH	: 	: 	: 	: 	: 	26.99 	: 	29.41 	: 	28.38 	: 	28.86 	: 	29.87 
A,G-I,EUR,CY	: 	6.84 	7.37 	7.61 	7.85 	8.26 	8.58 	8.85 	9.26 	9.92 	10.30 	10.42 	10.87 	11.62 
A,G-I,EUR,CZ	2.27 	2.75 	2.87 	3.11 	3.25 	3.80 	4.54 	5.30 	5.29 	5.81 	6.50 	6.77 	7.65 	: 
A,G-I,EUR,DE	: 	19.80 	20.10 	20.30 	20.70 	20.90 	21.40 	21.90 	22.50 	22.40 	22.60 	22.90 	23.00 	: 
A,G-I,EUR,DK	: 	: 	: 	: 	: 	: 	: 	26.77 	28.19 	28.15 	29.46 	29.93 	31.64 	: 
A,G-I,EUR,EE	: 	: 	: 	: 	: 	: 	: 	3.41 	3.80 	3.91 	4.26 	5.09 	6.16 	6.99 
A,G-I,EUR,EL	8.31 	8.67 	9.00 	8.86 	9.46 	9.63 	10.00 	10.52 	11.06 	: 	: 	: 	: 	: 
A,G-I,EUR,ES	: 	12.88 	12.42 	12.45 	12.60 	12.92 	11.59 	12.01 	12.39 	12.88 	13.31 	13.78 	14.19 	: 
A,G-I,EUR,FI	: 	17.77 	17.94 	17.95 	18.62 	21.31 	22.71 	21.64 	22.17 	22.81 	23.91 	24.30 	24.77 	26.08 
A,G-I,EUR,FR	: 	18.66 	19.06 	19.47 	20.04 	21.15 	22.04 	22.97 	23.61 	24.29 	25.44 	26.15 	26.85 	27.52 
A,G-I,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	4.69 	5.07 	5.54 	5.94 	6.60 	: 
A,G-I,EUR,IT	: 	: 	: 	: 	: 	: 	18.10 	18.42 	: 	: 	: 	: 	: 	: 
A,G-I,EUR,LT	: 	1.12 	1.41 	1.72 	2.13 	2.45 	2.69 	2.87 	2.99 	2.99 	3.41 	3.98 	4.76 	: 
A,G-I,EUR,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.61 	24.46 	25.19 	26.07 	26.65 
A,G-I,EUR,LV	: 	: 	1.49 	1.55 	1.64 	1.99 	2.02 	2.12 	2.15 	2.27 	2.50 	3.03 	3.95 	4.90 
A,G-I,EUR,MT	: 	: 	: 	: 	: 	: 	: 	7.25 	7.06 	7.80 	8.14 	8.16 	8.28 	: 
A,G-I,EUR,NL	: 	17.00 	17.18 b	17.84 	18.61 	19.42 	20.81 	22.01 	23.21 	23.78 	24.20 	: 	: 	: 
A,G-I,EUR,PL	: 	: 	: 	: 	: 	: 	: 	5.09 	4.54 	4.58 	5.19 	5.57 	6.20 	: 
A,G-I,EUR,PT	: 	: 	: 	: 	: 	8.46 	9.00 	9.60 	10.20 	10.90 	11.40 	11.77 	11.89 	12.33 
A,G-I,EUR,RO	: 	: 	: 	: 	: 	: 	: 	1.54 	1.50 	1.58 	2.09 	2.39 	3.08 	: 
A,G-I,EUR,SE	18.48 	21.35 	21.93 	22.25 	23.32 	26.56 	25.68 	26.69 	28.15 	27.46 	27.95 	28.55 	29.61 	: 
A,G-I,EUR,SI	: 	: 	: 	: 	: 	: 	9.68 	10.26 	10.67 	10.28 	10.59 	11.22 	12.09 	: 
A,G-I,EUR,SK	: 	1.75 	2.47 	2.85 	2.74 	2.90 	2.99 	3.55 	3.84 	4.10 	4.54 	4.97 	5.95 	: 
A,G-I,EUR,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.17 	18.25 	18.97 	: 
A,G-I,NAC,AT	: 	18.34 	18.59 	18.71 	19.42 	19.97 	20.39 	20.66 	21.63 	22.01 	22.10 	22.08 	21.81 	21.47 
A,G-I,NAC,BE	: 	: 	: 	: 	: 	22.11 	23.07 	24.04 	24.59 	25.25 	25.75 	26.59 	27.48 	28.77 
A,G-I,NAC,BG	: 	: 	: 	1.41 	1.38 	2.07 	2.21 	2.27 	2.41 	2.60 	2.74 	2.90 	3.31 	: 
A,G-I,NAC,CH	: 	: 	: 	: 	: 	42.05 	: 	43.14 	: 	43.81 	: 	45.39 	: 	47.41 
A,G-I,NAC,CY	: 	6.92 	7.33 	7.53 	7.76 	8.10 	8.44 	8.70 	9.24 	9.86 	10.15 	10.25 	10.82 	11.62 
A,G-I,NAC,CZ	78.90 	94.87 	102.98 	112.14 	119.96 	135.44 	154.66 	163.26 	168.32 	185.20 	193.59 	191.95 	212.32 	: 
A,G-I,NAC,DE	: 	19.33 	20.19 	20.44 	20.70 	20.90 	21.40 	21.90 	22.50 	22.40 	22.60 	22.90 	23.00 	: 
A,G-I,NAC,DK	: 	: 	: 	: 	: 	: 	: 	198.92 	209.47 	209.41 	219.54 	223.22 	235.73 	: 
A,G-I,NAC,EE	: 	: 	: 	: 	: 	: 	: 	3.41 	3.80 	3.91 	4.26 	5.09 	6.16 	6.99 
A,G-I,NAC,EL	7.39 	7.77 	8.17 	8.60 	9.04 	9.51 	10.00 	10.52 	11.06 	: 	: 	: 	: 	: 
A,G-I,NAC,ES	: 	12.44 	12.38 	12.51 	12.60 	12.92 	11.59 	12.01 	12.39 	12.88 	13.31 	13.78 	14.19 	: 
A,G-I,NAC,FI	: 	17.42 	17.74 	18.06 	18.62 	21.31 	22.71 	21.64 	22.17 	22.81 	23.91 	24.30 	24.77 	26.08 
A,G-I,NAC,FR	: 	18.47 	19.21 	19.59 	20.04 	21.15 	22.04 	22.97 	23.61 	24.29 	25.44 	26.15 	26.85 	27.52 
A,G-I,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	1189.00 	1276.00 	1375.00 	1569.00 	1659.00 	: 
A,G-I,NAC,IT	: 	: 	: 	: 	: 	: 	18.10 	18.42 	: 	: 	: 	: 	: 	: 
A,G-I,NAC,LT	: 	5.70 	6.41 	7.73 	9.09 	9.05 	9.62 	9.93 	10.31 	10.33 	11.78 	13.73 	16.45 	: 
A,G-I,NAC,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	23.61 	24.46 	25.19 	26.07 	26.65 
A,G-I,NAC,LV	: 	: 	0.99 	1.02 	1.03 	1.11 	1.13 	1.23 	1.38 	1.51 	1.74 	2.11 	2.77 	3.44 
A,G-I,NAC,MT	: 	: 	: 	: 	: 	: 	: 	6.91 	7.01 	7.78 	8.15 	8.16 	8.28 	: 
A,G-I,NAC,NL	: 	16.51 	17.24 	17.97 	18.61 	19.42 	20.81 	22.01 	23.21 	23.78 	24.20 	: 	: 	: 
A,G-I,NAC,PL	: 	: 	: 	: 	: 	: 	: 	19.63 	19.99 	20.74 	20.88 	21.71 	23.45 	: 
A,G-I,NAC,PT	: 	: 	: 	: 	: 	8.46 	9.00 	9.60 	10.20 	10.90 	11.40 	11.77 	11.89 	12.33 
A,G-I,NAC,RO	: 	: 	: 	: 	: 	: 	: 	4.80 	5.65 	6.42 	7.55 	8.43 	10.26 	: 
A,G-I,NAC,SE	172.43 	181.81 	189.69 	198.40 	205.39 	224.33 	237.69 	244.47 	256.83 	250.52 	259.42 	264.24 	273.86 	: 
A,G-I,NAC,SI	: 	: 	: 	: 	: 	: 	8.80 	9.68 	10.42 	10.26 	10.58 	11.22 	12.09 	: 
A,G-I,NAC,SK	: 	2.26 	3.13 	3.73 	4.02 	4.11 	4.30 	5.03 	5.29 	5.45 	5.82 	6.14 	6.67 	: 
A,G-I,NAC,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.74 	12.44 	12.98 	: 
A,G-I,PPS,AT	: 	16.78 	17.27 	17.65 	18.53 	19.61 	19.46 	19.97 	20.94 	21.31 	21.54 	21.66 	21.27 	20.36 
A,G-I,PPS,BE	: 	: 	: 	: 	: 	21.68 	22.36 	23.69 	23.08 	23.65 	24.17 	24.69 	25.58 	26.06 
A,G-I,PPS,BG	: 	: 	: 	1.91 	1.86 	2.75 	2.77 	2.85 	3.04 	3.17 	3.24 	3.30 	3.71 	: 
A,G-I,PPS,CH	: 	: 	: 	: 	: 	18.94 	: 	20.04 	: 	20.15 	: 	21.43 	: 	23.11 
A,G-I,PPS,CY	: 	7.92 	8.50 	8.73 	8.98 	9.38 	9.65 	9.93 	10.18 	10.87 	11.39 	11.54 	12.31 	13.09 
A,G-I,PPS,CZ	5.46 	6.28 	6.46 	6.55 	7.01 	7.92 	9.08 	9.29 	9.69 	10.48 	11.17 	11.04 	12.25 	: 
A,G-I,PPS,DE	: 	17.34 	18.35 	18.67 	19.30 	19.62 	20.01 	20.54 	21.19 	21.38 	21.86 	22.31 	22.62 	: 
A,G-I,PPS,DK	: 	: 	: 	: 	: 	: 	: 	20.00 	19.97 	20.17 	20.97 	21.62 	23.05 	: 
A,G-I,PPS,EE	: 	: 	: 	: 	: 	: 	: 	5.60 	6.13 	6.20 	6.58 	7.42 	8.40 	8.99 
A,G-I,PPS,EL	10.02 	10.08 	10.28 	10.34 	10.71 	11.35 	12.15 	13.12 	12.88 	: 	: 	: 	: 	: 
A,G-I,PPS,ES	: 	14.17 	14.28 	14.55 	14.65 	15.20 	13.58 	14.19 	14.02 	14.16 	14.59 	15.01 	15.28 	: 
A,G-I,PPS,FI	: 	13.87 	14.35 	14.60 	15.23 	17.64 	18.20 	17.46 	17.51 	18.42 	19.32 	19.80 	20.71 	21.50 
A,G-I,PPS,FR	: 	15.91 	17.02 	17.58 	18.34 	19.98 	21.18 	22.20 	21.47 	22.09 	23.49 	24.09 	24.85 	24.58 
A,G-I,PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	8.05 	8.18 	8.74 	9.79 	9.89 	: 
A,G-I,PPS,IT	: 	: 	: 	: 	: 	: 	18.15 	17.94 	: 	: 	: 	: 	: 	: 
A,G-I,PPS,LT	: 	3.07 	3.27 	3.78 	4.55 	4.65 	4.96 	5.30 	5.71 	5.59 	6.21 	6.93 	7.94 	: 
A,G-I,PPS,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	22.91 	21.89 	22.62 	22.72 	22.68 
A,G-I,PPS,LV	: 	: 	3.12 	3.14 	3.15 	3.39 	3.43 	3.73 	3.96 	4.04 	4.39 	4.99 	5.93 	6.56 
A,G-I,PPS,MT	: 	: 	: 	: 	: 	: 	: 	9.73 	9.81 	10.66 	11.14 	10.91 	10.97 	: 
A,G-I,PPS,NL	: 	15.82 	16.62 	17.46 	18.12 	19.42 	20.21 	21.40 	21.53 	22.40 	23.09 	: 	: 	: 
A,G-I,PPS,PL	: 	: 	: 	: 	: 	: 	: 	8.32 	8.35 	8.61 	8.49 	8.92 	10.04 	: 
A,G-I,PPS,PT	: 	: 	: 	: 	: 	10.20 	10.67 	11.12 	11.85 	12.48 	13.39 	13.85 	13.87 	14.01 
A,G-I,PPS,RO	: 	: 	: 	: 	: 	: 	: 	3.57 	3.47 	3.66 	3.83 	4.15 	4.82 	: 
A,G-I,PPS,SE	14.68 	15.83 	16.66 	17.51 	18.45 	20.82 	21.43 	21.92 	22.79 	22.61 	23.45 	24.10 	25.61 	: 
A,G-I,PPS,SI	: 	: 	: 	: 	: 	: 	13.09 	13.79 	14.00 	13.61 	13.91 	14.63 	15.33 	: 
A,G-I,PPS,SK	: 	4.34 	5.94 	6.79 	6.77 	6.55 	6.89 	7.93 	7.58 	7.47 	8.20 	8.57 	9.42 	: 
A,G-I,PPS,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.63 	16.50 	16.65 	: 
A,G-K,EUR,AT	: 	21.74 	21.27 	21.23 	21.96 	22.38 	22.74 	22.86 	23.93 	24.10 	24.40 	24.86 	24.97 	24.68 
A,G-K,EUR,BE	: 	: 	: 	: 	: 	25.51 	26.71 	27.92 	28.53 	29.08 	29.36 	30.18 	31.06 	32.26 
A,G-K,EUR,BG	: 	: 	: 	1.06 e	1.19 e	1.12 	1.20 	1.24 	1.31 	1.41 	1.52 	1.64 	1.91 	: 
A,G-K,EUR,CH	: 	: 	: 	: 	: 	31.35 	: 	34.64 	: 	33.31 	: 	34.62 	: 	36.08 
A,G-K,EUR,CY	: 	7.11 	7.75 	8.06 	8.34 	8.78 	9.14 	9.54 	10.12 	10.89 	11.37 	11.62 	12.11 	12.97 
A,G-K,EUR,CZ	2.51 	2.91 	3.10 	3.39 	3.59 	4.10 	4.94 	5.66 	5.74 	6.21 	7.25 	7.48 	8.27 	: 
A,G-K,EUR,DE	: 	21.40 	21.80 	22.10 	22.60 	23.20 	23.70 	24.20 	24.90 	24.90 	25.20 	25.30 	25.50 	: 
A,G-K,EUR,DK	: 	: 	24.07 	25.45 	26.95 	27.30 	29.86 	29.72 	31.01 	31.34 	32.70 	33.66 	35.31 	: 
A,G-K,EUR,EE	: 	1.82 	2.10 	2.40 	2.68 	2.90 	3.33 	3.86 	4.23 	4.38 	4.73 	5.61 	6.55 	7.46 
A,G-K,EUR,EL	8.82 	9.30 	9.79 	9.78 	10.64 	11.04 	11.74 	12.67 	13.71 	: 	: 	: 	: 	: 
A,G-K,EUR,ES	: 	14.50 	13.87 	13.74 	13.90 	13.97 	12.84 	13.36 	13.84 	14.34 	14.82 	15.36 	15.95 	: 
A,G-K,EUR,FI	: 	20.45 	20.63 	20.72 	21.77 	22.38 	23.69 	22.90 	23.90 	24.61 	25.78 	26.13 	26.80 	28.27 
A,G-K,EUR,FR	: 	21.91 	22.31 	22.75 	23.41 	24.81 	26.01 	27.08 	27.69 	28.38 	28.87 	29.87 	30.94 	31.54 
A,G-K,EUR,HU	: 	: 	: 	: 	: 	: 	: 	: 	5.27 	5.95 	6.25 	6.67 	7.29 	: 
A,G-K,EUR,IT	: 	: 	: 	: 	: 	: 	19.90 	20.52 	: 	: 	: 	: 	: 	: 
A,G-K,EUR,LT	: 	1.24 	1.53 	1.87 	2.31 	2.65 	2.83 	3.08 	3.22 	3.26 	3.68 	4.24 	5.03 	: 
A,G-K,EUR,LU	: 	23.58 e	24.22 e	25.00 e	25.69 e	26.74 e	28.26 e	29.28 e	30.53 e	32.39 e	33.64 	34.58 	35.75 	36.99 
A,G-K,EUR,LV	: 	: 	1.55 	1.67 	1.81 	2.24 	2.29 	2.43 	2.41 	2.55 	2.81 	3.45 	4.44 	5.50 
A,G-K,EUR,MT	: 	: 	: 	: 	: 	: 	: 	7.77 	7.74 	8.43 	8.66 	8.33 	8.80 	: 
A,G-K,EUR,NL	: 	18.77 	18.20 b	19.35 	20.25 	21.57 	23.35 	24.68 	26.00 	26.64 	26.78 	: 	: 	: 
A,G-K,EUR,PL	: 	2.93 	3.40 	3.79 	4.26 	4.72 	5.57 	5.55 	4.94 	4.94 	5.76 	6.21 	6.96 	: 
A,G-K,EUR,PT	: 	8.79 	8.94 	9.09 	9.45 	9.34 	9.90 	10.60 	11.30 	12.00 	12.60 	13.03 	13.21 	13.68 
A,G-K,EUR,RO	: 	: 	: 	: 	: 	1.42 	1.59 	1.72 	1.67 	1.80 	2.37 	2.72 	3.56 	: 
A,G-K,EUR,SE	19.75 	23.00 	23.66 	24.15 	25.50 	29.14 	28.04 	29.26 	30.83 	30.88 	31.39 	32.18 	33.05 	: 
A,G-K,EUR,SI	8.06 	8.30 	8.79 	9.44 	9.86 	10.07 	10.68 	11.34 	11.83 	11.25 	11.64 	12.43 	13.34 	: 
A,G-K,EUR,SK	: 	1.95 	2.66 	2.98 	2.85 	3.12 	3.44 	3.79 	4.05 	4.44 	5.04 	5.48 	6.50 	: 
A,G-K,EUR,UK	: 	13.82 	17.71 	19.10 	20.84 	23.81 	24.64 	25.25 	23.48 	24.45 	21.22 	22.43 	23.15 	: 
A,G-K,NAC,AT	: 	21.23 	21.37 	21.38 	21.96 	22.38 	22.74 	22.86 	23.93 	24.10 	24.40 	24.86 	24.97 	24.68 
A,G-K,NAC,BE	: 	: 	: 	: 	: 	25.51 	26.71 	27.92 	28.53 	29.08 	29.36 	30.18 	31.06 	32.26 
A,G-K,NAC,BG	: 	: 	: 	2.08 e	2.32 e	2.18 	2.34 	2.41 	2.55 	2.76 	2.97 	3.20 	3.73 	: 
A,G-K,NAC,CH	: 	: 	: 	: 	: 	48.84 	: 	50.82 	: 	51.42 	: 	54.45 	: 	57.27 
A,G-K,NAC,CY	: 	7.19 	7.71 	7.98 	8.25 	8.61 	8.99 	9.38 	10.10 	10.83 	11.21 	11.43 	12.06 	12.97 
A,G-K,NAC,CZ	87.24 	100.27 	111.34 	122.33 	132.35 	145.93 	168.40 	174.41 	182.77 	197.99 	215.86 	212.08 	229.57 	: 
A,G-K,NAC,DE	: 	20.89 	21.90 	22.25 	22.60 	23.20 	23.70 	24.20 	24.90 	24.90 	25.20 	25.30 	25.50 	: 
A,G-K,NAC,DK	: 	: 	180.14 	190.82 	200.39 	203.49 	222.53 	220.82 	230.46 	233.17 	243.66 	251.07 	263.12 	: 
A,G-K,NAC,EE	: 	1.78 	2.11 	2.42 	2.68 	2.90 	3.33 	3.86 	4.23 	4.38 	4.73 	5.61 	6.55 	7.46 
A,G-K,NAC,EL	7.84 	8.34 	8.89 	9.49 	10.17 	10.91 	11.74 	12.67 	13.71 	: 	: 	: 	: 	: 
A,G-K,NAC,ES	: 	14.01 	13.83 	13.81 	13.90 	13.97 	12.84 	13.36 	13.84 	14.34 	14.82 	15.36 	15.95 	: 
A,G-K,NAC,FI	: 	20.05 	20.40 	20.85 	21.77 	22.38 	23.69 	22.90 	23.90 	24.61 	25.78 	26.13 	26.80 	28.27 
A,G-K,NAC,FR	: 	21.68 	22.49 	22.90 	23.41 	24.81 	26.01 	27.08 	27.69 	28.38 	28.87 	29.87 	30.94 	31.54 
A,G-K,NAC,HU	: 	: 	: 	: 	: 	: 	: 	: 	1336.00 	1498.00 	1551.00 	1763.00 	1832.00 	: 
A,G-K,NAC,IT	: 	: 	: 	: 	: 	: 	19.90 	20.52 	: 	: 	: 	: 	: 	: 
A,G-K,NAC,LT	: 	6.29 	6.96 	8.38 	9.85 	9.78 	10.14 	10.67 	11.12 	11.27 	12.69 	14.65 	17.36 	: 
A,G-K,NAC,LU	: 	22.97 e	24.34 e	25.17 e	25.69 e	26.74 e	28.26 e	29.28 e	30.53 e	32.39 e	33.64 	34.58 	35.75 	36.99 
A,G-K,NAC,LV	: 	: 	1.02 	1.10 	1.13 	1.25 	1.28 	1.41 	1.55 	1.70 	1.96 	2.40 	3.11 	3.87 
A,G-K,NAC,MT	: 	: 	: 	: 	: 	: 	: 	7.40 	7.68 	8.40 	8.67 	8.33 	8.80 	: 
A,G-K,NAC,NL	: 	18.23 	18.26 	19.49 	20.25 	21.57 	23.35 	24.68 	26.00 	26.64 	26.78 	: 	: 	: 
A,G-K,NAC,PL	: 	10.02 	12.63 	14.86 	18.02 	18.90 	20.47 	21.41 	21.72 	22.35 	23.18 	24.21 	26.35 	: 
A,G-K,NAC,PT	: 	8.58 	8.86 	9.15 	9.45 	9.34 	9.90 	10.60 	11.30 	12.00 	12.60 	13.03 	13.21 	13.68 
A,G-K,NAC,RO	: 	: 	: 	: 	: 	2.83 	4.13 	5.37 	6.28 	7.31 	8.57 	9.58 	11.86 	: 
A,G-K,NAC,SE	184.35 	195.83 	204.69 	215.34 	224.60 	246.10 	259.51 	268.09 	281.28 	281.74 	291.33 	297.77 	305.67 	: 
A,G-K,NAC,SI	5.21 	5.95 	6.63 	7.33 	8.00 	8.68 	9.72 	10.70 	11.54 	11.23 	11.63 	12.43 	13.34 	: 
A,G-K,NAC,SK	: 	2.52 	3.36 	3.91 	4.17 	4.41 	4.95 	5.36 	5.58 	5.90 	6.46 	6.77 	7.28 	: 
A,G-K,NAC,UK	: 	11.25 	12.26 	12.92 	13.73 	14.51 	15.32 	15.88 	16.25 	16.59 	14.51 	15.29 	15.84 	: 
A,G-K,PPS,AT	: 	19.43 	19.85 	20.17 	20.95 	21.98 	21.70 	22.10 	23.16 	23.33 	23.78 	24.38 	24.35 	23.40 
A,G-K,PPS,BE	: 	: 	: 	: 	: 	25.02 	25.89 	27.51 	26.78 	27.24 	27.56 	28.02 	28.91 	29.22 
A,G-K,PPS,BG	: 	: 	: 	2.82 e	3.13 e	2.89 	2.93 	3.03 	3.21 	3.36 	3.51 	3.65 	4.18 	: 
A,G-K,PPS,CH	: 	: 	: 	: 	: 	22.00 	: 	23.61 	: 	23.65 	: 	25.71 	: 	27.91 
A,G-K,PPS,CY	: 	8.23 	8.94 	9.25 	9.55 	9.97 	10.28 	10.71 	11.13 	11.94 	12.57 	12.86 	13.73 	14.61 
A,G-K,PPS,CZ	6.04 	6.63 	6.98 	7.15 	7.73 	8.53 	9.89 	9.92 	10.52 	11.21 	12.45 	12.20 	13.25 	: 
A,G-K,PPS,DE	: 	18.74 	19.90 	20.32 	21.07 	21.78 	22.16 	22.70 	23.46 	23.77 	24.37 	24.65 	25.07 	: 
A,G-K,PPS,DK	: 	: 	18.30 	19.66 	20.50 	20.97 	22.09 	22.20 	21.98 	22.45 	23.27 	24.32 	25.72 	: 
A,G-K,PPS,EE	: 	3.67 	4.14 	4.44 	4.72 	5.07 	5.45 	6.35 	6.81 	6.95 	7.30 	8.19 	8.93 	9.60 
A,G-K,PPS,EL	10.63 	10.82 	11.18 	11.41 	12.05 	13.02 	14.26 	15.80 	15.96 	: 	: 	: 	: 	: 
A,G-K,PPS,ES	: 	15.96 	15.96 	16.07 	16.16 	16.43 	15.04 	15.79 	15.66 	15.76 	16.25 	16.74 	17.18 	: 
A,G-K,PPS,FI	: 	15.96 	16.50 	16.85 	17.80 	18.52 	18.99 	18.48 	18.88 	19.88 	20.83 	21.29 	22.41 	23.30 
A,G-K,PPS,FR	: 	18.68 	19.92 	20.55 	21.43 	23.44 	24.99 	26.17 	25.17 	25.81 	26.65 	27.52 	28.64 	28.18 
A,G-K,PPS,HU	: 	: 	: 	: 	: 	: 	: 	: 	9.04 	9.60 	9.86 	11.00 	10.93 	: 
A,G-K,PPS,IT	: 	: 	: 	: 	: 	: 	19.95 	19.98 	: 	: 	: 	: 	: 	: 
A,G-K,PPS,LT	: 	3.39 	3.55 	4.10 	4.93 	5.03 	5.23 	5.69 	6.16 	6.10 	6.69 	7.40 	8.38 	: 
A,G-K,PPS,LU	: 	21.63 e	22.72 e	23.99 e	24.98 e	26.36 e	27.29 e	28.68 e	29.57 e	31.43 e	30.11 	31.05 	31.15 	31.48 
A,G-K,PPS,LV	: 	: 	3.24 	3.38 	3.46 	3.80 	3.87 	4.26 	4.44 	4.55 	4.93 	5.67 	6.66 	7.36 
A,G-K,PPS,MT	: 	: 	: 	: 	: 	: 	: 	10.42 	10.75 	11.51 	11.85 	11.14 	11.66 	: 
A,G-K,PPS,NL	: 	17.46 	17.60 	18.94 	19.72 	21.57 	22.68 	23.99 	24.12 	25.10 	25.56 	: 	: 	: 
A,G-K,PPS,PL	: 	5.78 	6.56 	7.08 	8.22 	8.15 	8.60 	9.07 	9.07 	9.27 	9.42 	9.95 	11.28 	: 
A,G-K,PPS,PT	: 	10.57 	10.84 	10.83 	11.34 	11.26 	11.74 	12.28 	13.13 	13.73 	14.80 	15.34 	15.42 	15.54 
A,G-K,PPS,RO	: 	: 	: 	: 	: 	3.34 	3.80 	4.00 	3.85 	4.16 	4.34 	4.71 	5.58 	: 
A,G-K,PPS,SE	15.70 	17.05 	17.98 	19.01 	20.18 	22.84 	23.39 	24.04 	24.96 	25.43 	26.33 	27.16 	28.58 	: 
A,G-K,PPS,SI	10.72 	11.42 	12.13 	12.74 	13.30 	13.82 	14.45 	15.24 	15.51 	14.90 	15.29 	16.21 	16.91 	: 
A,G-K,PPS,SK	: 	4.83 	6.39 	7.11 	7.03 	7.03 	7.93 	8.46 	7.99 	8.09 	9.10 	9.44 	10.28 	: 
A,G-K,PPS,UK	: 	14.90 	16.46 	17.02 	18.04 	19.85 	21.09 	21.57 	21.78 	22.53 	19.31 	20.28 	20.31 	: 
A,H,EUR,AT	: 	13.46 	13.16 	12.82 	13.19 	13.39 	12.85 	12.60 	13.11 	13.49 	13.17 	13.19 	13.61 	13.25 
A,H,EUR,BE	: 	: 	: 	: 	: 	14.59 	15.50 	16.41 	16.51 	17.42 	17.63 	18.31 	19.16 	19.93 
A,H,EUR,BG	: 	: 	: 	0.92 e	0.97 e	0.71 	0.75 	0.76 	0.80 	0.87 	0.94 	0.98 	1.15 	: 
A,H,EUR,CH	: 	: 	: 	: 	: 	19.42 	: 	21.67 	: 	20.91 	: 	21.11 	: 	21.75 
A,H,EUR,CY	: 	6.86 	7.42 	7.67 	7.81 	8.16 	8.46 	8.62 	8.99 	9.63 	9.42 	9.55 	9.83 	10.94 
A,H,EUR,CZ	1.91 	1.75 	1.96 	2.34 	2.34 	2.78 	3.16 	3.50 	3.51 	3.64 	4.04 	4.01 	4.77 	: 
A,H,EUR,DE	: 	12.60 	12.70 	12.60 	12.70 	13.00 	13.40 	13.80 	14.00 	13.70 	13.70 	13.80 	13.90 	: 
A,H,EUR,DK	: 	: 	18.07 	18.85 	20.30 	19.78 	21.21 	21.57 	22.51 	23.01 	23.31 	23.22 	24.96 	: 
A,H,EUR,EE	: 	1.21 	1.28 	1.39 	1.26 	1.63 	2.08 	1.97 	2.50 	2.56 	3.08 	3.48 	4.04 	4.82 
A,H,EUR,EL	7.19 	7.41 	7.59 	7.38 	7.77 	7.81 	8.02 	8.33 	8.65 	: 	: 	: 	: 	: 
A,H,EUR,ES	: 	10.13 	9.85 	9.75 	9.86 	9.97 	9.15 	9.54 	9.77 	10.13 	10.38 	10.86 	11.24 	: 
A,H,EUR,FI	: 	: 	: 	: 	: 	14.53 	15.31 	18.06 	18.80 	19.47 	20.23 	20.26 	20.74 	21.58 
A,H,EUR,FR	: 	16.35 	16.34 	16.56 	16.80 	17.33 	17.64 	18.36 	18.60 	19.02 	19.64 	20.33 	20.81 	21.13 
A,H,EUR,HU	: 	1.66 	1.69 	1.72 	1.89 	2.12 	2.51 	3.16 	3.21 	3.36 	3.65 	3.86 	4.27 	: 
A,H,EUR,IT	: 	12.63 	13.39 	12.54 	12.80 	12.81 	12.90 	12.88 	12.91 	13.84 	: 	: 	: 	: 
